6.25988	0.72181	0.75878	0.79328	0.82171
0.95911	0.65991	0.67314	0.6846	0.69505
0.86816	0.67026	0.67721	0.67996	0.6868
0.80502	0.69979	0.7048	0.70405	0.70829
0.80888	0.66344	0.66946	0.66734	0.66982
0.76183	0.68334	0.6859	0.68212	0.68234
0.70415	0.63081	0.6352	0.63254	0.63262
0.708	0.70637	0.71022	0.70588	0.70446
0.69956	0.6478	0.65002	0.64662	0.64577
0.6771	0.67526	0.67727	0.67327	0.67176
0.7281	0.6474	0.6527	0.65224	0.65253
0.6517	0.65526	0.65722	0.65288	0.65093
0.65206	0.64929	0.6508	0.64743	0.64527
0.64464	0.6887	0.69331	0.69016	0.68858
0.63293	0.64913	0.65011	0.64598	0.64403
0.59298	0.6497	0.65112	0.64736	0.64618
0.54021	0.62231	0.62722	0.62627	0.62792
0.55116	0.6875	0.69385	0.69132	0.69185
0.53424	0.62283	0.62569	0.62368	0.62593
0.52309	0.70316	0.70989	0.70976	0.71156
0.46053	0.66045	0.66842	0.67221	0.67738
0.48371	0.64569	0.64809	0.64921	0.65328
0.46362	0.68416	0.69095	0.69371	0.6993
