7.24769	1.07275	1.11896	1.14814	1.15209
1.57579	0.81309	0.82191	0.84878	0.84392
1.36311	0.81168	0.82738	0.84275	0.83926
1.28008	0.80675	0.82282	0.83783	0.83558
1.21501	0.80389	0.81637	0.82316	0.82307
1.14621	0.83017	0.84415	0.84951	0.851
1.09412	0.77592	0.7724	0.77453	0.77242
1.1261	0.84003	0.84891	0.85156	0.85325
1.08079	0.79423	0.79367	0.79407	0.79352
1.04864	0.81483	0.80855	0.80743	0.80463
1.01688	0.81493	0.8134	0.81175	0.81013
0.99138	0.78329	0.78349	0.78213	0.78134
1.00101	0.8129	0.81121	0.80908	0.80721
0.99416	0.79018	0.78882	0.78555	0.78547
0.96762	0.78828	0.78618	0.78075	0.78032
0.94064	0.78674	0.78523	0.78105	0.77986
0.95432	0.78049	0.78038	0.77652	0.77555
0.92863	0.81688	0.81894	0.81575	0.8148
0.92151	0.76904	0.76386	0.76029	0.75805
0.90346	0.76564	0.76051	0.75676	0.75467
0.8854	0.78373	0.78402	0.78095	0.77986
0.85428	0.84775	0.84736	0.84382	0.84205
0.87233	0.88282	0.8849	0.88174	0.88022
0.87001	0.77683	0.77206	0.76942	0.76747
0.84758	0.77174	0.76733	0.7646	0.76255
0.83619	0.88844	0.8909	0.8888	0.88734
0.85763	0.76339	0.76193	0.75984	0.75806
0.83194	0.79037	0.79149	0.7909	0.79049
0.82519	0.79385	0.79314	0.79084	0.78899
0.82176	0.82302	0.82253	0.81981	0.81749
0.78742	0.80877	0.80899	0.80716	0.80551
0.80714	0.8363	0.83656	0.83459	0.83266
0.80181	0.83163	0.83147	0.82979	0.82815
0.78907	0.79528	0.79272	0.79013	0.78794
0.77723	0.81217	0.81216	0.8106	0.80902
0.78318	0.77453	0.77172	0.76868	0.76627
0.7839	0.79913	0.79887	0.79716	0.79563
0.76926	0.84024	0.838	0.83542	0.83312
0.76206	0.80504	0.80366	0.80188	0.80048
0.77299	0.83749	0.83752	0.83566	0.83392
0.74316	0.75737	0.75458	0.75222	0.75046
0.77228	0.79984	0.7982	0.796	0.79416
0.75641	0.85634	0.85618	0.85489	0.85384
0.73184	0.8084	0.80764	0.80648	0.80562
0.74075	0.78449	0.78482	0.78331	0.78207
0.74923	0.78296	0.78161	0.77944	0.77755
0.73148	0.73817	0.73697	0.73467	0.73293
0.73389	0.7766	0.77452	0.77249	0.77109
0.74899	0.78564	0.78325	0.78026	0.77801
0.70318	0.75274	0.75238	0.75148	0.75097
0.72831	0.76528	0.76563	0.76431	0.7632
0.73002	0.74139	0.74066	0.73897	0.73785
0.72183	0.79398	0.79153	0.78854	0.78616
0.68283	0.7661	0.76587	0.76455	0.76375
0.71278	0.783	0.78131	0.77849	0.77631
0.70038	0.76246	0.7613	0.75984	0.75903
0.70113	0.72103	0.71983	0.71789	0.71686
0.69328	0.69413	0.693	0.69144	0.69086
0.69716	0.74851	0.75133	0.75145	0.75173
0.67688	0.74869	0.748	0.74613	0.7448
0.70858	0.82164	0.82121	0.81941	0.81784
0.68964	0.73508	0.73513	0.73465	0.73477
0.66153	0.74687	0.7466	0.7456	0.74524
0.66511	0.7764	0.77896	0.77874	0.77875
0.67364	0.73571	0.73618	0.7342	0.73263
0.66246	0.75534	0.75431	0.75136	0.74892
0.65892	0.74063	0.74057	0.73819	0.73643
0.66922	0.80942	0.80751	0.80311	0.7999
0.63294	0.76129	0.76286	0.7622	0.76206
0.66193	0.74384	0.7435	0.74169	0.74078
0.65815	0.71549	0.71427	0.71257	0.71202
0.65447	0.72612	0.72315	0.7206	0.7193
0.61618	0.73913	0.73891	0.73719	0.73654
0.64131	0.71719	0.71614	0.71328	0.7113
0.6281	0.7125	0.71092	0.70884	0.70799
0.62517	0.73214	0.73214	0.73019	0.72901
0.62098	0.7743	0.77372	0.7712	0.76949
0.6192	0.73409	0.73529	0.73466	0.73524
0.61859	0.72318	0.7212	0.71797	0.71597
0.63228	0.72779	0.72686	0.72565	0.72557
0.6184	0.85296	0.85358	0.85367	0.85407
0.59592	0.76448	0.76203	0.75895	0.75736
0.58855	0.68188	0.68176	0.68189	0.68332
0.61701	0.79624	0.79655	0.79374	0.79176
0.59595	0.70609	0.70486	0.70162	0.69941
0.58688	0.73326	0.73333	0.73065	0.72886
0.59693	0.7883	0.78584	0.78052	0.77695
0.5691	0.67728	0.67393	0.67404	0.67571
0.6013	0.69569	0.69372	0.69287	0.69355
0.59757	0.74058	0.73888	0.73603	0.73459
0.5814	0.75208	0.74743	0.74495	0.7443
0.56126	0.72641	0.72481	0.7225	0.72177
0.58872	0.72766	0.72679	0.72435	0.72297
0.5661	0.73331	0.73109	0.72768	0.72561
