8.43121	1.56106	1.55773	1.59998	1.59984
2.58584	0.98876	1.05879	1.08206	1.09743
1.81755	0.89917	0.92963	0.94302	0.95545
1.52637	0.87398	0.89395	0.88894	0.90147
1.42871	0.90678	0.92396	0.90719	0.92163
1.3261	0.92691	0.93594	0.92728	0.9332
1.3049	0.91389	0.91881	0.91523	0.91858
1.28459	0.92941	0.92742	0.92613	0.93163
1.24494	0.92032	0.9204	0.91709	0.92195
1.20745	0.88549	0.88842	0.8836	0.88758
1.1964	0.83297	0.83091	0.82732	0.83098
1.17895	0.90128	0.88254	0.88489	0.88382
1.16003	0.83853	0.83985	0.83913	0.84339
1.09234	0.85647	0.84862	0.84846	0.84926
1.10728	0.82097	0.81592	0.81553	0.81593
1.06438	0.79754	0.79277	0.79204	0.7925
1.05562	0.78861	0.7875	0.78838	0.79002
1.00279	0.7834	0.78436	0.78557	0.7873
1.03071	0.80694	0.80863	0.80976	0.81101
0.99363	0.77843	0.78143	0.78382	0.78616
0.93931	0.78054	0.78424	0.78734	0.79034
0.92315	0.80278	0.80554	0.808	0.8105
0.95683	0.75639	0.75951	0.76263	0.76584
0.89969	0.78892	0.79128	0.79373	0.7964
0.9178	0.74916	0.75218	0.75561	0.75923
0.90127	0.78087	0.78289	0.78507	0.7875
0.89492	0.73595	0.73768	0.73996	0.74256
0.89266	0.76225	0.76411	0.7666	0.76957
0.84807	0.74631	0.74794	0.75037	0.7533
0.86795	0.75421	0.75593	0.75842	0.76144
0.83734	0.73868	0.74013	0.74274	0.74592
0.84335	0.75914	0.76106	0.76379	0.76699
0.81586	0.76001	0.76192	0.76461	0.76778
0.8218	0.74568	0.74721	0.74967	0.75264
0.80972	0.73394	0.7351	0.73755	0.7406
0.83655	0.74658	0.74808	0.75081	0.75406
0.82222	0.75896	0.76119	0.76427	0.76778
0.77416	0.73683	0.73843	0.74128	0.74464
0.75889	0.73758	0.73901	0.7417	0.74496
0.76102	0.73746	0.73877	0.74138	0.74459
0.75849	0.74197	0.74346	0.74611	0.74933
0.73287	0.73927	0.74075	0.74349	0.74678
0.78338	0.75209	0.7541	0.75721	0.7608
0.73985	0.7357	0.73724	0.74015	0.74363
0.74044	0.74807	0.75003	0.75312	0.75667
0.68186	0.72592	0.72709	0.72956	0.73276
0.72838	0.74359	0.74513	0.74814	0.75172
0.7271	0.74967	0.75175	0.75512	0.75903
0.69794	0.7455	0.74717	0.75019	0.75377
0.70578	0.74183	0.74341	0.74626	0.74964
0.69047	0.73968	0.74101	0.74384	0.74729
0.71363	0.74054	0.74191	0.74458	0.74785
0.90789	0.75007	0.75186	0.75428	0.75722
0.82741	0.74422	0.74626	0.74859	0.75124
0.87595	0.74329	0.74526	0.74776	0.75073
0.84797	0.74584	0.74753	0.75035	0.75367
0.85495	0.74601	0.74766	0.75031	0.7535
0.91533	0.73913	0.74068	0.74328	0.74643
0.84604	0.7413	0.74281	0.74531	0.74836
0.91856	0.75015	0.75182	0.75434	0.75739
0.83077	0.74653	0.74815	0.75061	0.75361
0.71669	0.73218	0.73368	0.73601	0.73887
0.82607	0.74723	0.74879	0.7512	0.75414
0.8983	0.73798	0.73946	0.7418	0.74471
0.85273	0.74615	0.74764	0.74999	0.75289
0.84583	0.74907	0.75068	0.75313	0.7561
0.7468	0.7405	0.74207	0.74454	0.74755
0.88812	0.74744	0.74909	0.75165	0.7547
0.74534	0.73673	0.73824	0.74086	0.74404
0.78453	0.74024	0.74182	0.74451	0.7477
0.7596	0.75043	0.75223	0.75495	0.75816
0.85429	0.73451	0.73599	0.73851	0.74162
0.81523	0.74804	0.74983	0.75263	0.75591
0.81235	0.74163	0.74339	0.74622	0.74953
0.74868	0.73009	0.73162	0.73419	0.73736
0.80679	0.74581	0.74762	0.75041	0.75366
0.77319	0.73648	0.73792	0.74053	0.74368
0.85275	0.74553	0.74715	0.74983	0.75302
0.73533	0.74847	0.75011	0.75276	0.7559
0.76421	0.72596	0.7272	0.72949	0.73234
0.86247	0.75012	0.75167	0.75411	0.75707
0.72622	0.74608	0.74749	0.7499	0.75284
0.8437	0.73233	0.73351	0.73588	0.73889
0.73483	0.73191	0.73306	0.73542	0.73844
0.81737	0.75241	0.75391	0.75646	0.75953
0.83835	0.7402	0.74149	0.74398	0.74701
0.829	0.75025	0.75182	0.75444	0.75756
0.75632	0.74023	0.7416	0.74424	0.74741
0.83199	0.74472	0.7462	0.74892	0.75213
0.86295	0.74552	0.74709	0.74977	0.75292
0.71948	0.72935	0.73066	0.73314	0.73627
0.74044	0.73352	0.73508	0.73779	0.74109
0.72095	0.7441	0.74603	0.74908	0.75254
0.80018	0.73875	0.74053	0.7435	0.74695
0.72413	0.74121	0.74304	0.74606	0.74952
0.73747	0.73704	0.73874	0.74164	0.74505
0.7604	0.74909	0.75111	0.75415	0.7576
0.74123	0.74362	0.74547	0.74843	0.75182
0.75255	0.74206	0.74375	0.74656	0.74984
0.72401	0.73565	0.7371	0.7398	0.74305
